train_loss,val_loss
5.216131782531738,2.297316551208496
2.854742240905762,1.8562322854995728
2.1879477977752684,1.6323689222335815
1.9242481231689452,1.7214690446853638
1.749498677253723,1.905416488647461
1.6463111162185669,1.7382676601409912
1.5567158222198487,1.4731953144073486
1.5101468563079834,1.2951319217681885
1.413469624519348,1.1660656929016113
1.333615207672119,1.1184834241867065
1.2940040349960327,1.1090060472488403
1.2483134031295777,1.0741583108901978
1.1700032711029054,1.0296692848205566
1.1642937183380127,1.0008052587509155
1.110628080368042,0.9910674095153809
1.0520641565322877,0.9358713030815125
1.0486852407455445,0.9100916385650635
1.0450223445892335,0.8917686939239502
0.9707833290100097,0.8726933598518372
0.9399560570716858,0.854335606098175
0.8976260662078858,0.8280642628669739
0.8849332213401795,0.8362672924995422
0.8914977669715881,0.8091617226600647
0.8888229727745056,0.7948955297470093
0.8539065003395081,0.8230271935462952
0.8432048201560974,0.7779067754745483
0.825776743888855,0.7634519934654236
0.8090250492095947,0.7555317878723145
0.7898216605186462,0.7790057063102722
0.7714400172233582,0.7379093170166016
0.7835789680480957,0.7195208072662354
0.7661747932434082,0.7212887406349182
0.7437727808952331,0.702376127243042
0.7037908911705018,0.7470947504043579
0.7409504771232605,0.7289471626281738
0.697413194179535,0.6911481618881226
0.7160401105880737,0.6782057285308838
0.6685193777084351,0.6718336939811707
0.6704692125320435,0.6379474401473999
0.6524934053421021,0.6730853319168091
0.6567393064498901,0.6338398456573486
0.6621356129646301,0.625937819480896
0.6414453983306885,0.6239944696426392
0.6321021676063537,0.6303555965423584
0.6219429969787598,0.6271427869796753
0.6083032250404358,0.6141287088394165
0.618822979927063,0.6291550993919373
0.5932069778442383,0.6261646747589111
0.5965644717216492,0.6185410618782043
0.5859140396118164,0.633234977722168
0.5883322954177856,0.6211228966712952
0.5887307405471802,0.5980430245399475
0.5744129061698914,0.6171467900276184
0.5572718739509582,0.5836173295974731
0.5510741353034974,0.5683158040046692
0.5813658356666564,0.5895919799804688
0.5525876402854919,0.5998871922492981
0.5534732699394226,0.5894890427589417
0.5362072229385376,0.5732411742210388
0.5392891943454743,0.5687786936759949
0.529899799823761,0.607303261756897
0.5100358366966248,0.5705172419548035
0.5234782099723816,0.5830454230308533
0.5176017880439758,0.5718281269073486
0.5037636876106262,0.5746831893920898
0.5057929396629334,0.5873916745185852
0.5192040622234344,0.5951152443885803
0.49430513978004453,0.5716077089309692
0.49316893219947816,0.5604517459869385
0.4976234495639801,0.5782063007354736
0.49803308248519895,0.5646218657493591
0.476658833026886,0.5775474309921265
0.4769642472267151,0.6431982517242432
0.4805225908756256,0.6019315123558044
0.47636104226112364,0.5646159052848816
0.4818948209285736,0.5894124507904053
0.4772528409957886,0.5505306124687195
0.45773832201957704,0.5375469923019409
0.4704348087310791,0.6227617263793945
0.45775015354156495,0.5812944769859314
0.46344539523124695,0.5599896907806396
0.4402663230895996,0.587966799736023
0.4573712170124054,0.5588603019714355
0.43816479444503786,0.5700340867042542
0.446144837141037,0.5670598149299622
0.46029579639434814,0.5286041498184204
0.45753405094146726,0.5482416749000549
0.42650967836380005,0.5881298780441284
0.43564257621765134,0.5567705035209656
0.4489611625671387,0.564431369304657
0.44340912699699403,0.5708059668540955
0.4318054378032684,0.5890340209007263
0.42166628241539,0.5867537260055542
0.43230360746383667,0.540128767490387
0.4257882237434387,0.5513375401496887
0.4349443852901459,0.5813730359077454
0.4265883803367615,0.5473504662513733
0.4114390194416046,0.5574657320976257
0.41652463674545287,0.5463641881942749
0.41920043230056764,0.5794886350631714
0.41251510977745054,0.5968922972679138
0.41571648716926574,0.564082145690918
0.41822717785835267,0.5459690690040588
0.41800577044487,0.5453181266784668
0.4113121390342712,0.549737811088562
0.4018893539905548,0.5695295929908752
0.3948560059070587,0.5637856125831604
0.40354304313659667,0.5607021450996399
0.3898346543312073,0.5904308557510376
0.4006629228591919,0.5766977667808533
0.4027398705482483,0.5459648370742798
0.3921927332878113,0.5492689609527588
0.3993412792682648,0.5697871446609497
0.39488049745559695,0.5891954302787781
0.40693231821060183,0.568715512752533
0.409328830242157,0.5565986037254333
0.38633428812026976,0.572465181350708
0.39320518374443053,0.586707353591919
0.39529008269309995,0.576026201248169
0.3989847421646118,0.562035083770752
0.399005389213562,0.5532091856002808
0.3834520220756531,0.5609496831893921
0.3954988896846771,0.5641272068023682
0.39970805644989016,0.5548645853996277
0.3929609477519989,0.5444433093070984
0.3950352489948273,0.5450361967086792
0.38200843334198,0.5557907223701477
0.3814182698726654,0.5636937022209167
0.3940674841403961,0.5675580501556396
0.38305423259735105,0.5702363848686218
0.37446420192718505,0.5804028511047363
0.38362770080566405,0.5851432681083679
0.38424142599105837,0.5573293566703796
0.3801349699497223,0.5390564203262329
0.3899166703224182,0.5425372123718262
0.38467671871185305,0.5518261194229126
0.38910924196243285,0.560987114906311
0.3802095651626587,0.562324583530426
0.38299670815467834,0.5616604089736938
0.38143190145492556,0.5619795918464661
0.3914336085319519,0.5625331401824951
0.38011799454689027,0.5642935633659363
0.3826955735683441,0.5654097199440002
0.3888142049312592,0.5598707795143127
0.3772028386592865,0.5566341280937195
0.39239335656166074,0.5544127225875854
0.39605228304862977,0.5488725304603577
0.38539654612541197,0.5468809604644775
0.37787250280380247,0.5489761233329773
0.37658050656318665,0.5490944981575012
0.3953310906887054,0.5467994213104248
0.3706243455410004,0.5459462404251099
0.39283532500267027,0.546834409236908
0.3737810254096985,0.5468043088912964
0.38135948181152346,0.5464308261871338
0.3689780592918396,0.5475735068321228
