loss,val_loss,learning_rate
0.16666610538959503,0.13405710458755493,0.005940000060945749
0.0989687442779541,0.1206102967262268,0.005940000060945749
0.090556800365448,0.08395896106958389,0.005940000060945749
0.08267436921596527,0.06986541301012039,0.005940000060945749
0.07350898534059525,0.06390409916639328,0.005940000060945749
0.07218226790428162,0.07231340557336807,0.005940000060945749
0.06147051602602005,0.049866121262311935,0.005940000060945749
0.05619783326983452,0.03912240266799927,0.005940000060945749
0.05591858923435211,0.04984883591532707,0.005940000060945749
0.0533333346247673,0.029767826199531555,0.005940000060945749
0.05070808157324791,0.05303027108311653,0.005940000060945749
0.049869004637002945,0.0414738804101944,0.005940000060945749
0.04442061856389046,0.0229985062032938,0.005940000060945749
0.04471538960933685,0.02631283365190029,0.005940000060945749
0.0454154796898365,0.05018026754260063,0.005940000060945749
0.04053754359483719,0.04808497428894043,0.005940000060945749
0.037369564175605774,0.05929579213261604,0.005940000060945749
0.03988237306475639,0.048460692167282104,0.005940000060945749
0.037326496094465256,0.04309377446770668,0.005940000060945749
0.03412843495607376,0.049283284693956375,0.005940000060945749
0.0345669724047184,0.04651660844683647,0.005940000060945749
0.04096125811338425,0.05748751759529114,0.005940000060945749
0.033209312707185745,0.03584977984428406,0.005940000060945749
0.03465478867292404,0.03174476698040962,0.005940000060945749
0.034236010164022446,0.027829265221953392,0.005940000060945749
0.03393155708909035,0.055172231048345566,0.005940000060945749
0.03505658730864525,0.06653335690498352,0.005940000060945749
0.031495384871959686,0.050147831439971924,0.005940000060945749
0.033630941063165665,0.03678719326853752,0.004157999996095896
0.029262980446219444,0.020267559215426445,0.004157999996095896
0.02907630056142807,0.025646591559052467,0.004157999996095896
0.03131020814180374,0.03403479978442192,0.004157999996095896
0.03137843310832977,0.02237681858241558,0.004157999996095896
0.02819208614528179,0.03086000122129917,0.004157999996095896
0.030012063682079315,0.03985229507088661,0.004157999996095896
0.028630908578634262,0.05798465013504028,0.004157999996095896
0.03348170220851898,0.06329592317342758,0.004157999996095896
0.02994973212480545,0.057812225073575974,0.004157999996095896
0.0312969833612442,0.04219008609652519,0.004157999996095896
0.029182612895965576,0.0332854725420475,0.004157999996095896
0.027675654739141464,0.034354183822870255,0.004157999996095896
0.03011682815849781,0.024562858045101166,0.004157999996095896
0.027488792315125465,0.0299286637455225,0.004157999996095896
0.027636365965008736,0.027451222762465477,0.004157999996095896
0.026857171207666397,0.02733399160206318,0.004157999996095896
0.027909941971302032,0.017046727240085602,0.0029106000438332558
0.029583822935819626,0.029287831857800484,0.0029106000438332558
0.027960553765296936,0.030101945623755455,0.0029106000438332558
0.02707425132393837,0.023615673184394836,0.0029106000438332558
0.026461506262421608,0.0373760424554348,0.0029106000438332558
0.02570621483027935,0.06721901148557663,0.0029106000438332558
0.027861841022968292,0.04505021497607231,0.0029106000438332558
0.026658877730369568,0.0376017801463604,0.0029106000438332558
0.028085816651582718,0.04912995174527168,0.0029106000438332558
0.025971008464694023,0.02823869325220585,0.0029106000438332558
0.025380078703165054,0.04188312590122223,0.0029106000438332558
0.027060817927122116,0.032624151557683945,0.0029106000438332558
0.024808505550026894,0.02493911422789097,0.0029106000438332558
0.023661723360419273,0.03225259855389595,0.0029106000438332558
0.024165833368897438,0.04688754305243492,0.0029106000438332558
0.02953418903052807,0.04989336431026459,0.0029106000438332558
0.026961596682667732,0.05175487697124481,0.0020374199375510216
0.025240246206521988,0.044329848140478134,0.0020374199375510216
0.02659767121076584,0.03428848087787628,0.0020374199375510216
0.02398354560136795,0.043512701988220215,0.0020374199375510216
0.023597141727805138,0.0374964214861393,0.0020374199375510216
0.025019297376275063,0.037073832005262375,0.0020374199375510216
0.025098638609051704,0.02623184770345688,0.0020374199375510216
0.022910447791218758,0.03673743084073067,0.0020374199375510216
0.02398853376507759,0.0319809652864933,0.0020374199375510216
0.02321615442633629,0.03921313211321831,0.0020374199375510216
0.02419581077992916,0.03277940675616264,0.0020374199375510216
0.023835359141230583,0.022867349907755852,0.0020374199375510216
0.02429862506687641,0.033372629433870316,0.0020374199375510216
0.022704439237713814,0.04357575252652168,0.0020374199375510216
0.022781701758503914,0.03449312970042229,0.0020374199375510216
